CardID,Name,Set,Rarity,Price,Condition,Stock,Photo,Featured
S8B206,Houndoom,S8B VMAX Climax,CHR,3,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/HoundoomCHRS8B206.jpg,N
S8B202,Rockruff,S8B VMAX Climax,CHR,5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RockruffCHRS8B202.jpg,N
S8B211,Castform,S8B VMAX Climax,CHR,4,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CastformCHRS8B211.jpg,N
S8B209,Druddigon,S8B VMAX Climax,CHR,6,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DruddigonCHRS8B209.jpg,N
S8B204,Falinks,S8B VMAX Climax,CHR,4,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FalinksCHRS8B204.jpg,N
S8B191,Octillery,S8B VMAX Climax,CHR,3.5,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/OctilleryCHRS8B191.jpg,N
S8B197,Banette,S8B VMAX Climax,CHR,3.5,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/BanetteCHRS8B197.jpg,N
S10A075,Hisuian Arcanine,S10A Dark Phantasma,CHR,5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/HisuianArcanineCHRS10A075.jpg,N
S9A071,Kleavor,S9A Battle Region,CHR,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/KleavorCHRS9A071.jpg,N
S10A072,Parasect,S10A Dark Phantasma,CHR,3.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ParasectCHRS10A072.jpg,N
S9A072,Mightyena,S9A Battle Region,CHR,3.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MightyenaCHRS9A072.jpg,N
SM11B057,Gallade,SM11B Dream League,CHR,12,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GalladeCHRSM11B057.jpg,N
SM11B057,Gallade,SM11B Dream League,CHR,10,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GalladeCHRSM11B057.jpg,N
S8B208,Bronzong,S8B VMAX Climax,CHR,4,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/BronzongCHRS8B208.jpg,N
S9A069,Chandelure,S9A Battle Region,CHR,3.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ChandelureCHRS9A069.jpg,N
S8B203,Passimian,S8B VMAX Climax,CHR,2.5,Near Mint,4,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PassimianCHRS8B203.jpg,N
S8B203,Passimian,S8B VMAX Climax,CHR,1,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PassimianCHRS8B203.jpg,N
S9A068,Roserade,S9A Battle Region,CHR,3.5,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RoseradeCHRS9A068.jpg,N
S9A070,Wyrdeer,S9A Battle Region,CHR,3,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/WyrdeerCHRS9A070.jpg,N
S11A073,Smeargle,S11A Incandescent Arcana,CHR,3,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SmeargleCHRS11A073.jpg,N
S11A069,Braixen,S11A Incandescent Arcana,CHR,8,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/BraixenCHRS11A069.jpg,N
S8B207,Galarian Obstagoon,S8B VMAX Climax,CHR,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GalarianObstagoonCHRS8B207.jpg,N
S8B201,Alcremie,S8B VMAX Climax,CHR,4,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/AlcremieCHRS8B201.jpg,N
SM11B061,Stoutland,SM11B Dream League,CHR,10,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/StoutlandCHRSM11B061.jpg,N
SM11B059,Excadrill,SM11B Dream League,CHR,5.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ExcadrillCHRSM11B059.jpg,N
SM11B050,Torkoal,SM11B Dream League,CHR,16,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TorkoalCHRSM11B050.jpg,N
SM11B051,Weavile,SM11B Dream League,CHR,11,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/WeavileCHRSM11B051.jpg,N
SM11B055,Magnemite,SM11B Dream League,CHR,20,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MagnemiteCHRSM11B055.jpg,N
S8B189,Vaporeon,S8B VMAX Climax,CHR,23,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/VaporeonCHRS8B189.jpg,Y
S8B193,Jolteon,S8B VMAX Climax,CHR,20,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/JolteonCHRS8B193.jpg,Y
S8B188,Flareon,S8B VMAX Climax,CHR,20,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FlareonCHRS8B188.jpg,Y
S8B198,Dusknoir,S8B VMAX Climax,CHR,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DusknoirCHRS8B198.jpg,N
SV7128,Galvantula ex,SV7 Stella Miracle,SAR,13.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GalvantulaexSARSV7128.jpg,N
M2A235,Mega Eelektross ex,M2A Mega Dream,SAR,11,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MegaEelektrossexSARM2A235.jpg,N
M2114,Mega Lopunny ex,M2 Inferno X,SAR,12,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MegaLopunnyexSARM2114.jpg,N
SV8A210,Iron Hands ex,SV8A Terastal Festival,SAR,7,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/IronHandsexSARSV8A210.jpg,N
SV8A221,Dragapult ex,SV8A Terastal Festival,SAR,22,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DragapultexSARSV8A221.jpg,N
SV8A213,Iron Valiant ex,SV8A Terastal Festival,SAR,10,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/IronValiantexSARSV8A213.jpg,N
M2A239,Mega Hawlucha ex,M2A Mega Dream,SAR,20,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MegaHawluchaexSARM2A239.jpg,N
S12A226,Lucario VSTAR,S12A VSTAR Universe,SAR,25,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/LucarioVSTARSARS12A226.jpg,Y
SV2A181,Snorlax,SV2A Pokemon 151,AR,20,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SnorlaxARSV2A181.jpg,Y
SV11B087,Snivy,SV11B Black Bolt,AR,17,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SnivyARSV11B087.jpg,Y
SV2A171,Wartortle,SV2A Pokemon 151,AR,22,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/WartortleARSV2A171.jpg,Y
SV11W170,Jellicent ex,SV11W White Flare,SAR,26.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/JellicentexSARSV11W170.jpg,Y
SV9109,N's Reshiram,SV9 Battle Partners,AR,18,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/N'sReshiramARSV9109.jpg,N
M2A210,N's Zekrom,M2A Mega Dream,AR,7,Near Mint,5,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/N'sZekromARM2A210.jpg,N
M2A210,N's Zekrom,M2A Mega Dream,AR,6.5,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/N'sZekromARM2A210.jpg,N
M4086,Froakie,M4 Ninja Spinner,AR,9,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FroakieARM4086.jpg,N
M4087,Frogadier,M4 Ninja Spinner,AR,8,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FrogadierARM4087.jpg,N
M3081,Spewpa,M3 Nullifying Zero,AR,2.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SpewpaARM3081.jpg,N
M4089,Xerneas,M4 Ninja Spinner,AR,6,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/XerneasARM4089.jpg,N
M5083,Armarouge,M5 Abyss Eye,AR,4,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ArmarougeARM5083.jpg,N
M1L065,Ivysaur,M1L Mega Brave,AR,9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/IvysaurARM1L065.jpg,N
SV2A178,Tangela,SV2A Pokemon 151,AR,5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TangelaARSV2A178.jpg,N
M2A206,Team Rocket's Dugtrio,M2A Mega Dream,AR,3.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TeamRocket'sDugtrioARM2A206.jpg,N
SV11W153,Lillipup,SV11W White Flare,AR,13.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/LillipupARSV11W153.jpg,N
M4085,Fennekin,M4 Ninja Spinner,AR,3.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FennekinARM4085.jpg,N
S7R047,Rayquaza VMAX,S7R Blue Sky Stream,RRR,10,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RayquazaVMAXRRRS7R047.jpg,Y
S12A108,Rayquaza VMAX,S12A VSTAR Universe,RRR,10,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RayquazaVMAXRRRS12A108.jpg,Y
SV2P095,Grusha,SV2P Snow Hazard,SAR,41,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GrushaSARSV2P095.jpg,N
M5115,Morpeko ex,M5 Abyss Eye,SAR,48,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MorpekoexSARM5115.jpg,Y
SV9127,N's Zoroark ex,SV9 Battle Partners,SAR,68,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/N'sZoroarkexSARSV9127.jpg,Y
SV6A068,Duskull,SV6A Night Wanderer,AR,11,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DuskullARSV6A068.jpg,N
SV6A069,Dusclops,SV6A Night Wanderer,AR,9,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DusclopsARSV6A069.jpg,N
SV6A070,Dusknoir,SV6A Night Wanderer,AR,9,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DusknoirARSV6A070.jpg,N
S12A177,Lapras,S12A VSTAR Universe,AR,12.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/LaprasARS12A177.jpg,N
M3087,Espurr,M3 Nullifying Zero,AR,5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/EspurrARM3087.jpg,N
SV9108,N's Zorua,SV9 Battle Partners,AR,6.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/N'sZoruaARSV9108.jpg,N
SV1A078,Fuecoco,SV1A Triple Beat,AR,15,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FuecocoARSV1A078.jpg,N
SV1A078,Fuecoco,SV1A Triple Beat,AR,13,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FuecocoARSV1A078.jpg,N
SV2P073,Marill,SV2P Snow Hazard,AR,16.5,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MarillARSV2P073.jpg,N
SV1V082,Slowpoke,SV1V Violet ex,AR,22.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SlowpokeARSV1V082.jpg,N
SV3A064,Mantyke,SV3A Raging Surf,AR,12,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MantykeARSV3A064.jpg,N
M2085,Piplup,M2 Inferno X,AR,8,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PiplupARM2085.jpg,N
SV1S090,Starly,SV1S Scarlet ex,AR,6.5,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/StarlyARSV1S090.jpg,N
S8B077,Mimikyu VMAX,S8B VMAX Climax,RRR,10,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MimikyuVMAXRRRS8B077.jpg,Y
SV5A078,Eevee,SV5A Crimson Haze,AR,42,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/EeveeARSV5A078.jpg,N
S8B210,Eevee,S8B VMAX Climax,CHR,22,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/EeveeCHRS8B210.jpg,N
SV4A341,Mimikyu,SV4A Shiny Treasure ex,AR,18,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MimikyuARSV4A341.jpg,N
S10B050,Dragonite VSTAR,S10B Pokemon GO,RRR,5,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DragoniteVSTARRRRS10B050.jpg,N
SV11B126,Elgyem,SV11B Black Bolt,AR,6.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ElgyemARSV11B126.jpg,N
SV11W140,Zorua,SV11W White Flare,AR,27,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ZoruaARSV11W140.jpg,N
SV11W141,Zoroark,SV11W White Flare,AR,23,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ZoroarkARSV11W141.jpg,N
SV11B158,Cinccino,SV11B Black Bolt,AR,15,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CinccinoARSV11B158.jpg,N
SV9A072,Misty's Lapras,SV9A Heat Wave Arena,AR,22.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Misty'sLaprasARSV9A072.jpg,N
SV7A072,Clobbopus,SV7A Paradise Dragona,AR,4,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ClobbopusARSV7A072.jpg,N
SV1A083,Mismagius,SV1A Triple Beat,AR,14,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MismagiusARSV1A083.jpg,N
S8A001,Pikachu,S8A 25th Anniversary Collection,N.A.,10,Near Mint,5,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PikachuN.A.S8A001.jpg,N
S8A001,Pikachu,S8A 25th Anniversary Collection,N.A.,8,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PikachuN.A.S8A001.jpg,N
SV11W167,Whimsicott ex,SV11W White Flare,SAR,18,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/WhimsicottexSARSV11W167.jpg,N
SV6A091,Cassiopeia,SV6A Night Wanderer,SAR,17,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CassiopeiaSARSV6A091.jpg,N
SV11B106,Simipour,SV11B Black Bolt,AR,7,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SimipourARSV11B106.jpg,N
SV11B090,Simisage,SV11B Black Bolt,AR,7.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SimisageARSV11B090.jpg,N
M1L068,Riolu,M1L Mega Brave,AR,4,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RioluARM1L068.jpg,N
SV11W135,Liepard,SV11W White Flare,AR,12.5,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/LiepardARSV11W135.jpg,N
SV10110,Kangaskhan,SV10 Glory of Team Rocket,AR,4.5,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/KangaskhanARSV10110.jpg,N
CG018,Squirtle,CG Crystal Guardians,C,8,Lightly Played,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SquirtleCCG018.jpg,N
M1S070,Helioptile,M1S Mega Symphonia,AR,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/HelioptileARM1S070.jpg,N
SV2A175,Psyduck,SV2A Pokemon 151,AR,29,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PsyduckARSV2A175.jpg,N
SV2A175,Psyduck,SV2A Pokemon 151,AR,25,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PsyduckARSV2A175.jpg,N
S9105,Lumineon V,S9 Star Birth,SR (AA),18,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/LumineonVSR(AA)S9105.jpg,N
SV2D081,Maushold,SV2D Clay Burst,AR,35,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MausholdARSV2D081.jpg,N
XY7067,Porygon-Z,XY7 Bandit Ring,R,8.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Porygon-ZRXY7067.jpg,N
XY7067,Porygon-Z,XY7 Bandit Ring,R,7,Lightly Played,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Porygon-ZRXY7067.jpg,N
XY5A032,Rhyperior,XY5A Gaia Volcano,R,8.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RhyperiorRXY5A032.jpg,N
XY5A032,Rhyperior,XY5A Gaia Volcano,R,7,Lightly Played,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RhyperiorRXY5A032.jpg,N
XY7050,Metagross,XY7 Bandit Ring,R,4.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MetagrossRXY7050.jpg,N
XY7050,Metagross,XY7 Bandit Ring,R,3.5,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MetagrossRXY7050.jpg,N
XY5A028,Nidoqueen,XY5A Gaia Volcano,U,7,Lightly Played,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/NidoqueenUXY5A028.jpg,N
SV1V088,Mabosstiff,SV1V Violet ex,AR,3.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MabosstiffARSV1V088.jpg,N
SV2A168,Charmander,SV2A Pokemon 151,AR,30,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CharmanderARSV2A168.jpg,Y
M3086,Clefairy,M3 Nullifying Zero,AR,12,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ClefairyARM3086.jpg,Y
M2A208,Cynthia's Spiritomb,M2A Mega Dream,AR,4,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Cynthia'sSpiritombARM2A208.jpg,N
M1S064,Shuckle,M1S Mega Symphonia,AR,4.5,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ShuckleARM1S064.jpg,N
SV11B107,Tympole,SV11B Black Bolt,AR,7.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TympoleARSV11B107.jpg,N
M3085,Dedenne,M3 Nullifying Zero,AR,5,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DedenneARM3085.jpg,Y
M5085,Primarina,M5 Abyss Eye,AR,5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PrimarinaARM5085.jpg,N
M5085,Primarina,M5 Abyss Eye,AR,3.5,Lightly Played,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PrimarinaARM5085.jpg,N
SV11B092,Lilligant,SV11B Black Bolt,AR,18,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/LilligantARSV11B092.jpg,Y
SV6103,Dipplin,SV6 Mask of Change,AR,3,Moderately Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DipplinARSV6103.jpg,N
SV11B099,Darmanitan,SV11B Black Bolt,AR,6,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DarmanitanARSV11B099.jpg,N
SV9105,Lillie's Ribombee,SV9 Battle Partners,AR,6,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Lillie'sRibombeeARSV9105.jpg,N
SV9105,Lillie's Ribombee,SV9 Battle Partners,AR,3,Moderately Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Lillie'sRibombeeARSV9105.jpg,N
SV7110,Milcery,SV7 Stella Miracle,AR,7,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MilceryARSV7110.jpg,N
S11A072,Gardevoir,S11A Incandescent Arcana,CHR,7,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GardevoirCHRS11A072.jpg,Y
MC753,Mightyena,MC Start Deck 100 Battle Collection,N.A.,24,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MightyenaN.A.MC753.jpg,Y
S12A194,Altaria,S12A VSTAR Universe,AR,6,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/AltariaARS12A194.jpg,N
MC752,Carbink,MC Start Deck 100 Battle Collection,N.A.,24,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CarbinkN.A.MC752.jpg,Y
SV3A074,Cyclizar,SV3A Raging Surf,AR,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CyclizarARSV3A074.jpg,N
SV1S079,Dolliv,SV1S Scarlet ex,AR,4,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DollivARSV1S079.jpg,N
M2A197,Ethan's Magcargo,M2A Mega Dream,AR,2.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Ethan'sMagcargoARM2A197.jpg,N
SV2D077,Tinkatuff,SV2D Clay Burst,AR,6,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TinkatuffARSV2D077.jpg,N
S12A197,Ditto,S12A VSTAR Universe,AR,10,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DittoARS12A197.jpg,N
MC750,Slurpuff,MC Start Deck 100 Battle Collection,N.A.,27,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SlurpuffN.A.MC750.jpg,Y
S4A295,Swanna,S4A Shiny Star V,S,4,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SwannaSS4A295.jpg,N
S4A293,Cinccino,S4A Shiny Star V,S,7,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CinccinoSS4A293.jpg,N
SMP2023,Ditto,SMP2 Detective Pikachu,U,10,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DittoUSMP2023.jpg,Y
S4A021,Reshiram,S4A Shiny Star V,A,5,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ReshiramAS4A021.jpg,N
S4A021,Reshiram,S4A Shiny Star V,A,3.5,Lightly Played,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ReshiramAS4A021.jpg,N
SV1V100,Miriam,SV1V Violet ex,SR,13,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MiriamSRSV1V100.jpg,N
S11A022,Alolan Vulpix V,S11A Incandescent Arcana,RR,5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/AlolanVulpixVRRS11A022.jpg,N
SV2P080,Sudowoodo,SV2P Snow Hazard,AR,8.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SudowoodoARSV2P080.jpg,N
S8B200,Dedenne,S8B VMAX Climax,CHR,11,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DedenneCHRS8B200.jpg,Y
SV4A331,Charizard ex,SV4A Shiny Treasure ex,SSR,25,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CharizardexSSRSV4A331.jpg,Y
SV4A331,Charizard ex,SV4A Shiny Treasure ex,SSR,20,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CharizardexSSRSV4A331.jpg,Y
SV8111,Spheal,SV8 Super Electric Breaker,AR,5.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SphealARSV8111.jpg,N
